"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-25","15.88",",,W",,,"0.89",",,W,2400","0.0",",,W",,,"49","H,,S","50",",,W","45",",,W","   40",",,W","   40",",,W","25.1",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-26","10.07",",,W",,,"0.56",",,W,2400","0.0",",,W",,,"50","H,,S","56",",,W","45",",,W","   30",",,W","   30",",,W","21.0",",,W","23.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-27","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"53","H,,S","59",",,W","50",",,W","   90",",,W","   80",",,W","14.1",",,W","16.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-28","7.61",",,W",,,"0.01",",,W,2400","0.0",",,W",,,"63","H,,S","82",",,W","51",",,W","  240",",,W","  220",",,W","17.0",",,W","21.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-29","13.20",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"73","H,,S","84",",,W","59",",,W","  270",",,W","  290",",,W","32.0",",,W","44.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-30","11.63",",,W",,,"0.01",",,W,2400","0.0",",,W",,,"55","H,,S","64",",,W","45",",,W","  110",",,W","  330",",,W","19.9",",,W","27.1",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-01","9.17",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"47","H,,S","48",",,W","45",",,W","  340",",,W","  340",",,W","15.0",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-02","8.05",",,W",,,"0.19",",,W,2400","0.0",",,W",,,"49","H,,S","66",",,W","44",",,W","  280",",,W","  260",",,W","28.0",",,W","35.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-03","14.76",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"56","H,,S","64",",,W","49",",,W","  290",",,W","  310",",,W","25.1",",,W","36.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-04","11.86",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"51","H,,S","56",",,W","46",",,W","  110",",,W","  100",",,W","23.9",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-05","11.41",",,W",,,"0.64",",,W,2400","0.0",",,W",,,"49","H,,S","51",",,W","47",",,W","   60",",,W","   50",",,W","23.0",",,W","27.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-06","10.74",",,W",,,"0.10",",,W,2400","0.0",",,W",,,"56","H,,S","65",",,W","49",",,W","  140",",,W","  160",",,W","23.9",",,W","30.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-07","15.66",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"58","H,,S","64",",,W","50",",,W","  170",",,W","  160",",,W","25.1",",,W","34.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-08","13.42",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"50","H,,S","55",",,W","44",",,W","  220",",,W","  230",",,W","23.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-09","7.38",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"47","H,,S","52",",,W","42",",,W","  110",",,W","  120",",,W","16.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-10","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"50","H,,S","55",",,W","47",",,W","  110",",,W","   90",",,W","16.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-11","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"51","H,,S","54",",,W","48",",,W","   90",",,W","   90",",,W","18.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-12","8.28",",,W",,,"0.01",",,W,2400","0.0",",,W",,,"49","H,,S","53",",,W","47",",,W","   80",",,W","   90",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-13","11.86",",,W",,,"0.02",",,W,2400","0.0",",,W",,,"49","H,,S","53",",,W","45",",,W","   90",",,W","   60",",,W","21.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-14","17.90",",,W",,,"0.95",",,W,2400","0.0",",,W",,,"48","H,,S","51",",,W","46",",,W","   20",",,W","   30",",,W","25.9",",,W","35.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-15","14.32",",,W",,,"0.07",",,W,2400","0.0",",,W",,,"51","H,,S","61",",,W","47",",,W","  350",",,W","  340",",,W","25.9",",,W","35.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-16","12.30",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"65","H,,S","81",",,W","55",",,W","  300",",,W","  300",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-17","10.74",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"75","H,,S","92",",,W","60",",,W","  220",",,W","  230",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-18","14.76",",,W",,,"0.05",",,W,2400","0.0",",,W",,,"84","H,,S","95",",,W","71",",,W","  270",",,W","  270",",,W","31.1",",,W","42.1",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-19","15.88",",,W",,,"0.01",",,W,2400","0.0",",,W",,,"80","H,,S","90",",,W","58",",,W","  340",",,W","  290",",,W","25.1",",,W","33.1",",,W",,,,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-20","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"58","H,,S","59",",,W","52",",,W","   90",",,W","   90",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-21","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"56","H,,S","61",",,W","48",",,W","  110",",,W","  100",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-22","8.05",",,W",,,"0.12",",,W,2400","0.0",",,W",,,"54","H,,S","56",",,W","50",",,W","  180",",,W","  180",",,W","17.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-23","6.49",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"57","H,,S","68",",,W","53",",,W","  350",",,W","  350",",,W","15.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-24","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"59","H,,S","64",",,W","54",",,W","  100",",,W","   90",",,W","12.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-25","14.99",",,W",,,"0.63",",,W,2400","0.0",",,W",,,"53","H,,S","55",",,W","50",",,W","   60",",,W","   50",",,W","23.9",",,W","29.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-26","10.29",",,W",,,"0.55",",,W,2400","0.0",",,W",,,"53","H,,S","60",",,W","49",",,W","   10",",,W","   10",",,W","23.0",",,W","28.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-27","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"56","H,,S","61",",,W","53",",,W","  110",",,W","  100",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-28","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"58","H,,S","67",",,W","54",",,W","   80",",,W","   80",",,W","17.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-29","10.51",",,W",,,"0.05",",,W,2400","0.0",",,W",,,"53","H,,S","54",",,W","49",",,W","   80",",,W","   90",",,W","17.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-30","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"51","H,,S","59",",,W","49",",,W","  170",",,W","  170",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-05-31","7.83",",,W",,,"0.06",",,W,2400","0.0",",,W",,,"59","H,,S","68",",,W","54",",,W","  240",",,W","  240",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-01","9.84",",,W",,,"0.16",",,W,2400","0.0",",,W",,,"67","H,,S","79",",,W","56",",,W","  290",",,W","  270",",,W","29.1",",,W","46.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-02","13.65",",,W",,,"0.01",",,W,2400","0.0",",,W",,,"65","H,,S","72",",,W","51",",,W","  290",",,W","  260",",,W","23.0",",,W","33.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-03","10.51",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"61","H,,S","69",",,W","52",",,W","  320",",,W","  310",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-04","9.84",",,W",,,"0.18",",,W,2400","0.0",",,W",,,"62","H,,S","70",",,W","54",",,W","  220",",,W","  220",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-05","15.88",",,W",,,"0.59",",,W,2400","0.0",",,W",,,"56","H,,S","57",",,W","52",",,W","   40",",,W","   40",",,W","25.9",",,W","34.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-06","16.78",",,W",,,"0.80",",,W,2400","0.0",",,W",,,"50","H,,S","52",",,W","47",",,W","   40",",,W","   50",",,W","29.1",",,W","38.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-07","8.05",",,W",,,"0.04",",,W,2400","0.0",",,W",,,"54","H,,S","62",",,W","50",",,W","  330",",,W","  330",",,W","15.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-08","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"61","H,,S","71",",,W","51",",,W","  100",",,W","  100",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-09","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"63","H,,S","79",",,W","55",",,W","  360",",,W","  360",",,W","21.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-10","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"73","H,,S","85",",,W","61",",,W","  230",",,W","  250",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-11","14.32",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"79","H,,S","92",",,W","66",",,W","  230",",,W","  250",",,W","25.9",",,W","36.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-12","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"84","H,,S","95",",,W","71",",,W","  230",",,W","  250",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-13","10.51",",,W",,,"0.53",",,W,2400","0.0",",,W",,,"85","H,,S","95",",,W","72",",,W","  310",",,W","  310",",,W","31.1",",,W","42.9",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-14","10.51",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"71","H,,S","73",",,W","59",",,W","  100",",,W","  100",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-15","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"64","H,,S","75",",,W","57",",,W","  200",",,W","  210",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-16","10.29",",,W",,,"2.13",",,W,2400","0.0",",,W",,,"64","H,,S","71",",,W","57",",,W","  110",",,W","  170",",,W","17.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-17","4.92",",,W",,,"0.02",",,W,2400","0.0",",,W",,,"61","H,,S","69",",,W","58",",,W","  200",",,W","   90",",,W","8.9",",,W","11.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-18","13.20",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"72","H,,S","84",",,W","68",",,W","  200",",,W","  210",",,W","21.9",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-19","15.88",",,W",,,"0.03",",,W,2400","0.0",",,W",,,"75","H,,S","85",",,W","70",",,W","  200",",,W","  200",",,W","25.9",",,W","35.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-20","13.87",",,W",,,"0.13",",,W,2400","0.0",",,W",,,"76","H,,S","86",",,W","68",",,W","  240",",,W","  260",",,W","25.1",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-21","12.75",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"76","H,,S","84",",,W","67",",,W","  250",",,W","  250",",,W","23.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-22","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"74","H,,S","84",",,W","65",",,W","  270",",,W","  260",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-23","12.08",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"76","H,,S","90",",,W","65",",,W","  190",",,W","  190",",,W","25.9",",,W","31.1",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-24","12.97",",,W",,,"0.08",",,W,2400","0.0",",,W",,,"76","H,,S","88",",,W","71",",,W","  270",",,W","  290",",,W","23.9",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-25","10.51",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"77","H,,S","85",",,W","65",",,W","  290",",,W","  280",",,W","29.1",",,W","36.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-26","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"71","H,,S","80",",,W","62",",,W","  230",",,W","  230",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-27","9.62",",,W",,,"0.08",",,W,2400","0.0",",,W",,,"68","H,,S","77",",,W","58",",,W","  260",",,W","  270",",,W","31.1",",,W","38.9",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-28","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"67","H,,S","79",",,W","58",",,W","  280",",,W","  280",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-29","12.53",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"71","H,,S","79",",,W","63",",,W","  210",",,W","  220",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-06-30","13.42",",,W",,,"0.07",",,W,2400","0.0",",,W",,,"74","H,,S","84",",,W","68",",,W","  220",",,W","  220",",,W","21.0",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-01","13.87",",,W",,,"0.11",",,W,2400","0.0",",,W",,,"76","H,,S","88",",,W","69",",,W","  190",",,W","  190",",,W","28.0",",,W","35.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-02","11.41",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"79","H,,S","90",",,W","71",",,W","  260",",,W","  260",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-03","12.97",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"80","H,,S","87",",,W","71",",,W","  260",",,W","  260",",,W","23.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-04","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"76","H,,S","82",",,W","67",",,W","  110",",,W","  290",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-05","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"71","H,,S","79",",,W","62",",,W","  110",",,W","  110",",,W","18.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-06","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"71","H,,S","83",",,W","61",",,W","  190",",,W","  190",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-07","8.28",",,W",,,"0.30",",,W,2400","0.0",",,W",,,"67","H,,S","70",",,W","62",",,W","   60",",,W","   60",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-08","9.17",",,W",,,"0.40",",,W,2400","0.0",",,W",,,"71","H,,S","87",",,W","63",",,W","  300",",,W","  300",",,W","21.0",",,W","28.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-09","11.86",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"74","H,,S","83",",,W","66",",,W","  260",",,W","  270",",,W","18.1",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-10","12.53",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"77","H,,S","87",",,W","65",",,W","  210",",,W","  230",",,W","21.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-11","8.05",",,W",,,"0.17",",,W,2400","0.0",",,W",,,"73","H,,S","83",",,W","67",",,W","  210",",,W","  270",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-12","7.61",",,W",,,"1.33",",,W,2400","0.0",",,W",,,"76","H,,S","82",",,W","69",",,W","  100",",,W","  100",",,W","17.0",",,W","19.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-13","10.51",",,W",,,"0.14",",,W,2400","0.0",",,W",,,"66","H,,S","70",",,W","58",",,W","   30",",,W","  360",",,W","21.0",",,W","23.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-14","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"62","H,,S","67",",,W","60",",,W","   90",",,W","  110",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-15","6.71",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"66","H,,S","73",",,W","62",",,W","  110",",,W","  110",",,W","15.0",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-16","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"74","H,,S","81",",,W","69",",,W","  110",",,W","  110",",,W","18.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-17","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"76","H,,S","83",",,W","68",",,W","  180",",,W","  180",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-18","7.83",",,W",,,"0.12",",,W,2400","0.0",",,W",,,"74","H,,S","82",",,W","68",",,W","  160",",,W","  180",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-19","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"79","H,,S","93",",,W","72",",,W","  240",",,W","  260",",,W","21.0",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-20","7.61",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"84","H,,S","92",",,W","71",",,W","  230",",,W","  220",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-21","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"81","H,,S","91",",,W","73",",,W","  270",",,W","  250",",,W","19.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-22","7.61",",,W",,,"0.00","T,,W,2400","0.0",",,W",,,"78","H,,S","83",",,W","73",",,W","  270",",,W","  290",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-23","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"71","H,,S","77",",,W","64",",,W","   40",",,W","   40",",,W","23.9",",,W","33.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-24","13.65",",,W",,,"1.41",",,W,2400","0.0",",,W",,,"62","H,,S","65",",,W","57",",,W","   90",",,W","   40",",,W","25.1",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-25","8.28",",,W",,,"0.01",",,W,2400","0.0",",,W",,,"60","H,,S","65",",,W","56",",,W","   20",",,W","   20",",,W","16.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-26","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"67","H,,S","77",",,W","59",",,W","  180",",,W","  190",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-27","12.30",",,W",,,"0.04",",,W,2400","0.0",",,W",,,"67","H,,S","75",",,W","63",",,W","  230",",,W","  250",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-28","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"72","H,,S","82",",,W","66",",,W","  120",",,W","  330",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-07-29","13.87",",,W",,,"0.00",",,W,2400","0.0",",,W",,,"68","H,,S","71",",,W","60",",,W","   40",",,W","   40",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
